"Intent","Question","Answer","Entity"
"informacion","quiero consultar el reglamento Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"informacion","quiero consultar el reglamento 1er turno manufactura","N/A","Turnos"
"informacion","quiero consultar el reglamento Turno administrativo 7am - 4pm","N/A","Turnos"
"informacion","quiero consultar el reglamento 2do turno manufactura","N/A","Turnos"
"informacion","quiero consultar el reglamento Admin","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Turnos_simple"
"informacion","quiero consultar el reglamento Manufactura","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Turnos_simple"
"informacion","quiero consultar el reglamento manufactura","N/A","turnos_tipos"
"informacion","quiero consultar el reglamento administrativos","N/A","turnos_tipos"
"Informacion_personal","Quien te creo","N/A",
"Informacion_personal","Quien te creo Corazon","N/A","Easter_Entities"
"Informacion_personal","Quien te creo Hogwarts","N/A","Easter_Entities"
"Informacion_personal","Quien te creo queja","N/A","feedback"
"Informacion_personal","Quien te creo hora","N/A","hora"
"Informacion_personal","Quien te creo entrada","N/A","io"
"Informacion_personal","Quien te creo salida","N/A","io"
"Informacion_personal","Quien te creo subir","N/A","io"
"Informacion_personal","Quien te creo Link","N/A","Link-instrucciones"
"Informacion_personal","Quien te creo Instrucciones","Página principal: https://asklola.w3ibm.mybluemix.net/ 
Instalación iOS: https://asklola.w3ibm.mybluemix.net/ask-lola-instructions-ios
Instalación Android: https://asklola.w3ibm.mybluemix.net/ask-lola-instructions","Link-instrucciones"
"Informacion_personal","Quien te creo Av Belisario Dominguez","N/A","Lugares"
"Informacion_personal","Quien te creo Centro","N/A","Lugares"
"Informacion_personal","Quien te creo Plaza Andares","N/A","Lugares"
"Informacion_personal","Quien te creo Av 18 de marzo","N/A","Lugares"
"Informacion_personal","Quien te creo Periferico","N/A","Lugares"
"Informacion_personal","Quien te creo Av Calma","N/A","Lugares"
"Informacion_personal","Quien te creo Gran Plaza","N/A","Lugares"
"Informacion_personal","Quien te creo Providencia","N/A","Lugares"
"Informacion_personal","Quien te creo Glorieta Minerva","N/A","Lugares"
"Informacion_personal","Quien te creo Plaza Galerias","N/A","Lugares"
"Informacion_personal","Quien te creo Chapala","N/A","Lugares"
"Informacion_personal","Quien te creo Av Chapultepec","N/A","Lugares"
"Informacion_personal","Quien te creo Fraccionamiento Revolucion","N/A","Lugares"
"Informacion_personal","Quien te creo Expo Guadalajara","N/A","Lugares"
"Informacion_personal","Quien te creo El Fortin","N/A","Lugares"
"Informacion_personal","Quien te creo Periferico esquina con Vallarta","N/A","Lugares"
"Informacion_personal","Quien te creo Mariano Otero","N/A","Lugares"
"Informacion_personal","Quien te creo Av Lopez Mateos Sur","N/A","Lugares"
"Informacion_personal","Quien te creo UVM Sur","N/A","Lugares"
"Informacion_personal","Quien te creo Zapopan","N/A","Lugares"
"Informacion_personal","Quien te creo Av Lopez Mateos","N/A","Lugares"
"Informacion_personal","Quien te creo Av Lazaro Cardenas","N/A","Lugares"
"Informacion_personal","Quien te creo Plaza del Sol","N/A","Lugares"
"Informacion_personal","Quien te creo Plaza patria","N/A","Lugares"
"Informacion_personal","Quien te creo Avenida Aviacion","N/A","Lugares"
"Informacion_personal","Quien te creo love","N/A","miscEng"
"Informacion_personal","Quien te creo ninguna","N/A","ninguno"
"Informacion_personal","Quien te creo primero","N/A","opciones"
"Informacion_personal","Quien te creo segundo","N/A","opciones"
"Informacion_personal","Quien te creo coordinador","N/A","persona"
"Informacion_personal","Quien te creo creo","N/A","personal"
"Informacion_personal","Quien te creo eres","N/A","personal"
"Informacion_personal","Quien te creo vives","N/A","personal"
"Informacion_personal","Quien te creo tu","N/A","Pronombres"
"Informacion_personal","Quien te creo Lazaro Cardenas 1","Entiendo que necesitas información de la ruta Lázaro Cárdenas 1, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo Patria 2","N/A","Rutas"
"Informacion_personal","Quien te creo Zapopan 3","N/A","Rutas"
"Informacion_personal","Quien te creo Vallarta","Entiendo que necesitas información de la ruta Vallarta, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo Lazaro Cardenas 2","N/A","Rutas"
"Informacion_personal","Quien te creo Sauz","N/A","Rutas"
"Informacion_personal","Quien te creo Santa Margarita","Entiendo que necesitas información de la ruta Santa Margarita, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo Zalatitlan 1","N/A","Rutas"
"Informacion_personal","Quien te creo Artesanos 1","N/A","Rutas"
"Informacion_personal","Quien te creo Copernico","Entiendo que necesitas información de la ruta Copernico, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo Miravalle","N/A","Rutas"
"Informacion_personal","Quien te creo Loma Dorada 1","N/A","Rutas"
"Informacion_personal","Quien te creo Agaves","N/A","Rutas"
"Informacion_personal","Quien te creo Olivos","N/A","Rutas"
"Informacion_personal","Quien te creo Tonala","Entiendo que necesitas información de la ruta Tonala, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo San Pedrito","N/A","Rutas"
"Informacion_personal","Quien te creo El Salto 1","Entiendo que necesitas información de la ruta El Salto 1, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo San Joaquin","N/A","Rutas"
"Informacion_personal","Quien te creo San Gaspar","Entiendo que necesitas información de la ruta San Gaspar, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo Santa Fe 1","N/A","Rutas"
"Informacion_personal","Quien te creo La Noria","N/A","Rutas"
"Informacion_personal","Quien te creo Artesanos","Entiendo que necesitas información de la ruta Artesanos, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo El Salto","N/A","Rutas"
"Informacion_personal","Quien te creo Loma del Sur","N/A","Rutas"
"Informacion_personal","Quien te creo Tepeyac","N/A","Rutas"
"Informacion_personal","Quien te creo Zapopan 1","N/A","Rutas"
"Informacion_personal","Quien te creo Santa Fe","N/A","Rutas"
"Informacion_personal","Quien te creo Real de Colima","N/A","Rutas"
"Informacion_personal","Quien te creo Chapala","N/A","Rutas"
"Informacion_personal","Quien te creo Aviacion","N/A","Rutas"
"Informacion_personal","Quien te creo Loma Bonita","N/A","Rutas"
"Informacion_personal","Quien te creo Estadio","N/A","Rutas"
"Informacion_personal","Quien te creo Mariano Otero","N/A","Rutas"
"Informacion_personal","Quien te creo Loma Dorada","N/A","Rutas"
"Informacion_personal","Quien te creo Oblatos","N/A","Rutas"
"Informacion_personal","Quien te creo Transito","N/A","Rutas"
"Informacion_personal","Quien te creo Periferico","N/A","Rutas"
"Informacion_personal","Quien te creo Patria 1","N/A","Rutas"
"Informacion_personal","Quien te creo Aguilas 1","Entiendo que necesitas información de la ruta Aguilas 1, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo Aguilas 2","N/A","Rutas"
"Informacion_personal","Quien te creo San Isidro","Entiendo que necesitas información de la ruta San Isidro, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo Zapopan 2","Entiendo que necesitas información de la ruta Zapopan 2, ¿qué necesitas?","Rutas"
"Informacion_personal","Quien te creo molesto","N/A","sentimientos"
"Informacion_personal","Quien te creo decepcionado","N/A","sentimientos"
"Informacion_personal","Quien te creo pagina web","N/A","servicio"
"Informacion_personal","Quien te creo reglamento","N/A","servicio"
"Informacion_personal","Quien te creo reembolso","N/A","servicio"
"Informacion_personal","Quien te creo transporte ctg","N/A","servicio"
"Informacion_personal","Quien te creo 3er turno manufactura","N/A","Turnos"
"Informacion_personal","Quien te creo Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"Informacion_personal","Quien te creo 1er turno manufactura","N/A","Turnos"
"Informacion_personal","Quien te creo Turno administrativo 7am - 4pm","N/A","Turnos"
"Informacion_personal","Quien te creo 2do turno manufactura","N/A","Turnos"
"Informacion_personal","Quien te creo Admin","N/A","Turnos_simple"
"Informacion_personal","Quien te creo Manufactura","N/A","Turnos_simple"
"Informacion_personal","Quien te creo manufactura","N/A","turnos_tipos"
"Informacion_personal","Quien te creo administrativos","N/A","turnos_tipos"
"listar_rutas","cuales rutas existen","N/A",
"listar_rutas","cuales rutas existen Corazon","N/A","Easter_Entities"
"listar_rutas","cuales rutas existen Hogwarts","N/A","Easter_Entities"
"listar_rutas","cuales rutas existen queja","N/A","feedback"
"listar_rutas","cuales rutas existen hora","N/A","hora"
"listar_rutas","cuales rutas existen entrada","N/A","io"
"listar_rutas","cuales rutas existen salida","N/A","io"
"listar_rutas","cuales rutas existen subir","N/A","io"
"listar_rutas","cuales rutas existen Link","N/A","Link-instrucciones"
"listar_rutas","cuales rutas existen Instrucciones","N/A","Link-instrucciones"
"listar_rutas","cuales rutas existen Av Belisario Dominguez","N/A","Lugares"
"listar_rutas","cuales rutas existen Centro","N/A","Lugares"
"listar_rutas","cuales rutas existen Plaza Andares","N/A","Lugares"
"listar_rutas","cuales rutas existen Av 18 de marzo","N/A","Lugares"
"listar_rutas","cuales rutas existen Periferico","N/A","Lugares"
"listar_rutas","cuales rutas existen Av Calma","N/A","Lugares"
"listar_rutas","cuales rutas existen Gran Plaza","N/A","Lugares"
"listar_rutas","cuales rutas existen Providencia","N/A","Lugares"
"listar_rutas","cuales rutas existen Glorieta Minerva","N/A","Lugares"
"listar_rutas","cuales rutas existen Plaza Galerias","N/A","Lugares"
"listar_rutas","cuales rutas existen Chapala","N/A","Lugares"
"listar_rutas","cuales rutas existen Av Chapultepec","N/A","Lugares"
"listar_rutas","cuales rutas existen Fraccionamiento Revolucion","N/A","Lugares"
"listar_rutas","cuales rutas existen Expo Guadalajara","N/A","Lugares"
"listar_rutas","cuales rutas existen El Fortin","N/A","Lugares"
"listar_rutas","cuales rutas existen Periferico esquina con Vallarta","N/A","Lugares"
"listar_rutas","cuales rutas existen Mariano Otero","N/A","Lugares"
"listar_rutas","cuales rutas existen Av Lopez Mateos Sur","N/A","Lugares"
"listar_rutas","cuales rutas existen UVM Sur","N/A","Lugares"
"listar_rutas","cuales rutas existen Zapopan","N/A","Lugares"
"listar_rutas","cuales rutas existen Av Lopez Mateos","N/A","Lugares"
"listar_rutas","cuales rutas existen Av Lazaro Cardenas","N/A","Lugares"
"listar_rutas","cuales rutas existen Plaza del Sol","N/A","Lugares"
"listar_rutas","cuales rutas existen Plaza patria","N/A","Lugares"
"listar_rutas","cuales rutas existen Avenida Aviacion","Entiendo que necesitas información de la ruta Aviación, ¿qué necesitas?","Lugares"
"listar_rutas","cuales rutas existen love","N/A","miscEng"
"listar_rutas","cuales rutas existen ninguna","N/A","ninguno"
"listar_rutas","cuales rutas existen primero","N/A","opciones"
"listar_rutas","cuales rutas existen segundo","N/A","opciones"
"listar_rutas","cuales rutas existen coordinador","N/A","persona"
"listar_rutas","cuales rutas existen creo","N/A","personal"
"listar_rutas","cuales rutas existen eres","N/A","personal"
"listar_rutas","cuales rutas existen vives","N/A","personal"
"listar_rutas","cuales rutas existen tu","N/A","Pronombres"
"listar_rutas","cuales rutas existen Lazaro Cardenas 1","Entiendo que necesitas información de la ruta Lázaro Cárdenas 1, ¿qué necesitas?","Rutas"
"listar_rutas","cuales rutas existen Patria 2","N/A","Rutas"
"listar_rutas","cuales rutas existen Zapopan 3","N/A","Rutas"
"listar_rutas","cuales rutas existen Vallarta","N/A","Rutas"
"listar_rutas","cuales rutas existen Lazaro Cardenas 2","N/A","Rutas"
"listar_rutas","cuales rutas existen Sauz","N/A","Rutas"
"listar_rutas","cuales rutas existen Santa Margarita","N/A","Rutas"
"listar_rutas","cuales rutas existen Zalatitlan 1","N/A","Rutas"
"listar_rutas","cuales rutas existen Artesanos 1","N/A","Rutas"
"listar_rutas","cuales rutas existen Copernico","N/A","Rutas"
"listar_rutas","cuales rutas existen Miravalle","N/A","Rutas"
"listar_rutas","cuales rutas existen Loma Dorada 1","N/A","Rutas"
"listar_rutas","cuales rutas existen Agaves","N/A","Rutas"
"listar_rutas","cuales rutas existen Olivos","N/A","Rutas"
"listar_rutas","cuales rutas existen Tonala","N/A","Rutas"
"listar_rutas","cuales rutas existen San Pedrito","N/A","Rutas"
"listar_rutas","cuales rutas existen El Salto 1","N/A","Rutas"
"listar_rutas","cuales rutas existen San Joaquin","N/A","Rutas"
"listar_rutas","cuales rutas existen San Gaspar","N/A","Rutas"
"listar_rutas","cuales rutas existen Santa Fe 1","Entiendo que necesitas información de la ruta Santa Fe 1, ¿qué necesitas?","Rutas"
"listar_rutas","cuales rutas existen La Noria","N/A","Rutas"
"listar_rutas","cuales rutas existen Artesanos","N/A","Rutas"
"listar_rutas","cuales rutas existen El Salto","N/A","Rutas"
"listar_rutas","cuales rutas existen Loma del Sur","N/A","Rutas"
"listar_rutas","cuales rutas existen Tepeyac","N/A","Rutas"
"listar_rutas","cuales rutas existen Zapopan 1","N/A","Rutas"
"listar_rutas","cuales rutas existen Santa Fe","N/A","Rutas"
"listar_rutas","cuales rutas existen Real de Colima","N/A","Rutas"
"listar_rutas","cuales rutas existen Chapala","N/A","Rutas"
"listar_rutas","cuales rutas existen Aviacion","N/A","Rutas"
"listar_rutas","cuales rutas existen Loma Bonita","N/A","Rutas"
"listar_rutas","cuales rutas existen Estadio","N/A","Rutas"
"listar_rutas","cuales rutas existen Mariano Otero","N/A","Rutas"
"listar_rutas","cuales rutas existen Loma Dorada","N/A","Rutas"
"listar_rutas","cuales rutas existen Oblatos","N/A","Rutas"
"listar_rutas","cuales rutas existen Transito","N/A","Rutas"
"listar_rutas","cuales rutas existen Periferico","N/A","Rutas"
"listar_rutas","cuales rutas existen Patria 1","N/A","Rutas"
"listar_rutas","cuales rutas existen Aguilas 1","N/A","Rutas"
"listar_rutas","cuales rutas existen Aguilas 2","N/A","Rutas"
"listar_rutas","cuales rutas existen San Isidro","N/A","Rutas"
"listar_rutas","cuales rutas existen Zapopan 2","N/A","Rutas"
"listar_rutas","cuales rutas existen molesto","N/A","sentimientos"
"listar_rutas","cuales rutas existen decepcionado","N/A","sentimientos"
"listar_rutas","cuales rutas existen pagina web","N/A","servicio"
"listar_rutas","cuales rutas existen reglamento","N/A","servicio"
"listar_rutas","cuales rutas existen reembolso","N/A","servicio"
"listar_rutas","cuales rutas existen transporte ctg","N/A","servicio"
"listar_rutas","cuales rutas existen 3er turno manufactura","N/A","Turnos"
"listar_rutas","cuales rutas existen Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"listar_rutas","cuales rutas existen 1er turno manufactura","N/A","Turnos"
"listar_rutas","cuales rutas existen Turno administrativo 7am - 4pm","N/A","Turnos"
"listar_rutas","cuales rutas existen 2do turno manufactura","N/A","Turnos"
"listar_rutas","cuales rutas existen Admin","N/A","Turnos_simple"
"listar_rutas","cuales rutas existen Manufactura","N/A","Turnos_simple"
"listar_rutas","cuales rutas existen manufactura","N/A","turnos_tipos"
"listar_rutas","cuales rutas existen administrativos","N/A","turnos_tipos"
"Lugares_rutas","Necesito ir","N/A",
"Lugares_rutas","Necesito ir Corazon","N/A","Easter_Entities"
"Lugares_rutas","Necesito ir Hogwarts","N/A","Easter_Entities"
"Lugares_rutas","Necesito ir queja","N/A","feedback"
"Lugares_rutas","Necesito ir hora","N/A","hora"
"Lugares_rutas","Necesito ir entrada","N/A","io"
"Lugares_rutas","Necesito ir salida","N/A","io"
"Lugares_rutas","Necesito ir subir","N/A","io"
"Lugares_rutas","Necesito ir Link","N/A","Link-instrucciones"
"Lugares_rutas","Necesito ir Instrucciones","N/A","Link-instrucciones"
"Lugares_rutas","Necesito ir Av Belisario Dominguez","N/A","Lugares"
"Lugares_rutas","Necesito ir Centro","N/A","Lugares"
"Lugares_rutas","Necesito ir Plaza Andares","N/A","Lugares"
"Lugares_rutas","Necesito ir Av 18 de marzo","N/A","Lugares"
"Lugares_rutas","Necesito ir Periferico","N/A","Lugares"
"Lugares_rutas","Necesito ir Av Calma","N/A","Lugares"
"Lugares_rutas","Necesito ir Gran Plaza","Para ir a la Gran Plaza necesitas tomar la ruta Lazaro Cardenas 1 que sale a las 5:30 pm del anden 22","Lugares"
"Lugares_rutas","Necesito ir Providencia","N/A","Lugares"
"Lugares_rutas","Necesito ir Glorieta Minerva","N/A","Lugares"
"Lugares_rutas","Necesito ir Plaza Galerias","N/A","Lugares"
"Lugares_rutas","Necesito ir Chapala","N/A","Lugares"
"Lugares_rutas","Necesito ir Av Chapultepec","La ruta Zapopan 3 que sale del anden 35 a las 5:30pm te deja a una cuadra de la glorieta Niños Heroes la cual se encuentra en Av. Chapultepec","Lugares"
"Lugares_rutas","Necesito ir Fraccionamiento Revolucion","La ruta Lazaro Cardenas 2 te deja muy cerca del Fraccionamiento Revolucion","Lugares"
"Lugares_rutas","Necesito ir Expo Guadalajara","N/A","Lugares"
"Lugares_rutas","Necesito ir El Fortin","N/A","Lugares"
"Lugares_rutas","Necesito ir Periferico esquina con Vallarta","N/A","Lugares"
"Lugares_rutas","Necesito ir Mariano Otero","N/A","Lugares"
"Lugares_rutas","Necesito ir Av Lopez Mateos Sur","N/A","Lugares"
"Lugares_rutas","Necesito ir UVM Sur","N/A","Lugares"
"Lugares_rutas","Necesito ir Zapopan","N/A","Lugares"
"Lugares_rutas","Necesito ir Av Lopez Mateos","N/A","Lugares"
"Lugares_rutas","Necesito ir Av Lazaro Cardenas","N/A","Lugares"
"Lugares_rutas","Necesito ir Plaza del Sol","N/A","Lugares"
"Lugares_rutas","Necesito ir Plaza patria","N/A","Lugares"
"Lugares_rutas","Necesito ir Avenida Aviacion","N/A","Lugares"
"Lugares_rutas","Necesito ir love","N/A","miscEng"
"Lugares_rutas","Necesito ir ninguna","N/A","ninguno"
"Lugares_rutas","Necesito ir primero","N/A","opciones"
"Lugares_rutas","Necesito ir segundo","N/A","opciones"
"Lugares_rutas","Necesito ir coordinador","N/A","persona"
"Lugares_rutas","Necesito ir creo","N/A","personal"
"Lugares_rutas","Necesito ir eres","N/A","personal"
"Lugares_rutas","Necesito ir vives","N/A","personal"
"Lugares_rutas","Necesito ir tu","N/A","Pronombres"
"Lugares_rutas","Necesito ir Lazaro Cardenas 1","N/A","Rutas"
"Lugares_rutas","Necesito ir Patria 2","N/A","Rutas"
"Lugares_rutas","Necesito ir Zapopan 3","N/A","Rutas"
"Lugares_rutas","Necesito ir Vallarta","N/A","Rutas"
"Lugares_rutas","Necesito ir Lazaro Cardenas 2","N/A","Rutas"
"Lugares_rutas","Necesito ir Sauz","N/A","Rutas"
"Lugares_rutas","Necesito ir Santa Margarita","N/A","Rutas"
"Lugares_rutas","Necesito ir Zalatitlan 1","N/A","Rutas"
"Lugares_rutas","Necesito ir Artesanos 1","N/A","Rutas"
"Lugares_rutas","Necesito ir Copernico","N/A","Rutas"
"Lugares_rutas","Necesito ir Miravalle","N/A","Rutas"
"Lugares_rutas","Necesito ir Loma Dorada 1","N/A","Rutas"
"Lugares_rutas","Necesito ir Agaves","N/A","Rutas"
"Lugares_rutas","Necesito ir Olivos","N/A","Rutas"
"Lugares_rutas","Necesito ir Tonala","N/A","Rutas"
"Lugares_rutas","Necesito ir San Pedrito","N/A","Rutas"
"Lugares_rutas","Necesito ir El Salto 1","N/A","Rutas"
"Lugares_rutas","Necesito ir San Joaquin","N/A","Rutas"
"Lugares_rutas","Necesito ir San Gaspar","N/A","Rutas"
"Lugares_rutas","Necesito ir Santa Fe 1","N/A","Rutas"
"Lugares_rutas","Necesito ir La Noria","N/A","Rutas"
"Lugares_rutas","Necesito ir Artesanos","N/A","Rutas"
"Lugares_rutas","Necesito ir El Salto","N/A","Rutas"
"Lugares_rutas","Necesito ir Loma del Sur","N/A","Rutas"
"Lugares_rutas","Necesito ir Tepeyac","N/A","Rutas"
"Lugares_rutas","Necesito ir Zapopan 1","N/A","Rutas"
"Lugares_rutas","Necesito ir Santa Fe","N/A","Rutas"
"Lugares_rutas","Necesito ir Real de Colima","N/A","Rutas"
"Lugares_rutas","Necesito ir Chapala","N/A","Rutas"
"Lugares_rutas","Necesito ir Aviacion","N/A","Rutas"
"Lugares_rutas","Necesito ir Loma Bonita","N/A","Rutas"
"Lugares_rutas","Necesito ir Estadio","N/A","Rutas"
"Lugares_rutas","Necesito ir Mariano Otero","N/A","Rutas"
"Lugares_rutas","Necesito ir Loma Dorada","N/A","Rutas"
"Lugares_rutas","Necesito ir Oblatos","N/A","Rutas"
"Lugares_rutas","Necesito ir Transito","N/A","Rutas"
"Lugares_rutas","Necesito ir Periferico","N/A","Rutas"
"Lugares_rutas","Necesito ir Patria 1","N/A","Rutas"
"Lugares_rutas","Necesito ir Aguilas 1","N/A","Rutas"
"Lugares_rutas","Necesito ir Aguilas 2","N/A","Rutas"
"Lugares_rutas","Necesito ir San Isidro","N/A","Rutas"
"Lugares_rutas","Necesito ir Zapopan 2","N/A","Rutas"
"Lugares_rutas","Necesito ir molesto","N/A","sentimientos"
"Lugares_rutas","Necesito ir decepcionado","N/A","sentimientos"
"Lugares_rutas","Necesito ir pagina web","N/A","servicio"
"Lugares_rutas","Necesito ir reglamento","N/A","servicio"
"Lugares_rutas","Necesito ir reembolso","N/A","servicio"
"Lugares_rutas","Necesito ir transporte ctg","N/A","servicio"
"Lugares_rutas","Necesito ir 3er turno manufactura","N/A","Turnos"
"Lugares_rutas","Necesito ir Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"Lugares_rutas","Necesito ir 1er turno manufactura","N/A","Turnos"
"Lugares_rutas","Necesito ir Turno administrativo 7am - 4pm","N/A","Turnos"
"Lugares_rutas","Necesito ir 2do turno manufactura","N/A","Turnos"
"Lugares_rutas","Necesito ir Admin","N/A","Turnos_simple"
"Lugares_rutas","Necesito ir Manufactura","N/A","Turnos_simple"
"Lugares_rutas","Necesito ir manufactura","N/A","turnos_tipos"
"Lugares_rutas","Necesito ir administrativos","N/A","turnos_tipos"
"Miscelaneo","What is love","N/A",
"Miscelaneo","What is love Corazon","N/A","Easter_Entities"
"Miscelaneo","What is love Hogwarts","N/A","Easter_Entities"
"Miscelaneo","What is love queja","N/A","feedback"
"Miscelaneo","What is love hora","N/A","hora"
"Miscelaneo","What is love entrada","N/A","io"
"Miscelaneo","What is love salida","N/A","io"
"Miscelaneo","What is love subir","N/A","io"
"Miscelaneo","What is love Link","N/A","Link-instrucciones"
"Miscelaneo","What is love Instrucciones","N/A","Link-instrucciones"
"Miscelaneo","What is love Av Belisario Dominguez","N/A","Lugares"
"Miscelaneo","What is love Centro","N/A","Lugares"
"Miscelaneo","What is love Plaza Andares","N/A","Lugares"
"Miscelaneo","What is love Av 18 de marzo","N/A","Lugares"
"Miscelaneo","What is love Periferico","N/A","Lugares"
"Miscelaneo","What is love Av Calma","N/A","Lugares"
"Miscelaneo","What is love Gran Plaza","N/A","Lugares"
"Miscelaneo","What is love Providencia","N/A","Lugares"
"Miscelaneo","What is love Glorieta Minerva","N/A","Lugares"
"Miscelaneo","What is love Plaza Galerias","N/A","Lugares"
"Miscelaneo","What is love Chapala","N/A","Lugares"
"Miscelaneo","What is love Av Chapultepec","N/A","Lugares"
"Miscelaneo","What is love Fraccionamiento Revolucion","N/A","Lugares"
"Miscelaneo","What is love Expo Guadalajara","N/A","Lugares"
"Miscelaneo","What is love El Fortin","N/A","Lugares"
"Miscelaneo","What is love Periferico esquina con Vallarta","N/A","Lugares"
"Miscelaneo","What is love Mariano Otero","N/A","Lugares"
"Miscelaneo","What is love Av Lopez Mateos Sur","N/A","Lugares"
"Miscelaneo","What is love UVM Sur","N/A","Lugares"
"Miscelaneo","What is love Zapopan","N/A","Lugares"
"Miscelaneo","What is love Av Lopez Mateos","N/A","Lugares"
"Miscelaneo","What is love Av Lazaro Cardenas","N/A","Lugares"
"Miscelaneo","What is love Plaza del Sol","N/A","Lugares"
"Miscelaneo","What is love Plaza patria","N/A","Lugares"
"Miscelaneo","What is love Avenida Aviacion","N/A","Lugares"
"Miscelaneo","What is love love","N/A","miscEng"
"Miscelaneo","What is love ninguna","N/A","ninguno"
"Miscelaneo","What is love primero","N/A","opciones"
"Miscelaneo","What is love segundo","N/A","opciones"
"Miscelaneo","What is love coordinador","N/A","persona"
"Miscelaneo","What is love creo","N/A","personal"
"Miscelaneo","What is love eres","N/A","personal"
"Miscelaneo","What is love vives","N/A","personal"
"Miscelaneo","What is love tu","N/A","Pronombres"
"Miscelaneo","What is love Lazaro Cardenas 1","N/A","Rutas"
"Miscelaneo","What is love Patria 2","N/A","Rutas"
"Miscelaneo","What is love Zapopan 3","N/A","Rutas"
"Miscelaneo","What is love Vallarta","N/A","Rutas"
"Miscelaneo","What is love Lazaro Cardenas 2","N/A","Rutas"
"Miscelaneo","What is love Sauz","N/A","Rutas"
"Miscelaneo","What is love Santa Margarita","N/A","Rutas"
"Miscelaneo","What is love Zalatitlan 1","N/A","Rutas"
"Miscelaneo","What is love Artesanos 1","N/A","Rutas"
"Miscelaneo","What is love Copernico","N/A","Rutas"
"Miscelaneo","What is love Miravalle","N/A","Rutas"
"Miscelaneo","What is love Loma Dorada 1","N/A","Rutas"
"Miscelaneo","What is love Agaves","N/A","Rutas"
"Miscelaneo","What is love Olivos","N/A","Rutas"
"Miscelaneo","What is love Tonala","N/A","Rutas"
"Miscelaneo","What is love San Pedrito","N/A","Rutas"
"Miscelaneo","What is love El Salto 1","N/A","Rutas"
"Miscelaneo","What is love San Joaquin","N/A","Rutas"
"Miscelaneo","What is love San Gaspar","N/A","Rutas"
"Miscelaneo","What is love Santa Fe 1","N/A","Rutas"
"Miscelaneo","What is love La Noria","N/A","Rutas"
"Miscelaneo","What is love Artesanos","N/A","Rutas"
"Miscelaneo","What is love El Salto","Entiendo que necesitas información de la ruta El Salto, ¿qué necesitas?","Rutas"
"Miscelaneo","What is love Loma del Sur","N/A","Rutas"
"Miscelaneo","What is love Tepeyac","N/A","Rutas"
"Miscelaneo","What is love Zapopan 1","N/A","Rutas"
"Miscelaneo","What is love Santa Fe","N/A","Rutas"
"Miscelaneo","What is love Real de Colima","N/A","Rutas"
"Miscelaneo","What is love Chapala","N/A","Rutas"
"Miscelaneo","What is love Aviacion","N/A","Rutas"
"Miscelaneo","What is love Loma Bonita","N/A","Rutas"
"Miscelaneo","What is love Estadio","N/A","Rutas"
"Miscelaneo","What is love Mariano Otero","Entiendo que necesitas información de la ruta Mariano Otero, ¿qué necesitas?","Rutas"
"Miscelaneo","What is love Loma Dorada","N/A","Rutas"
"Miscelaneo","What is love Oblatos","Entiendo que necesitas información de la ruta Oblatos, ¿qué necesitas?","Rutas"
"Miscelaneo","What is love Transito","N/A","Rutas"
"Miscelaneo","What is love Periferico","N/A","Rutas"
"Miscelaneo","What is love Patria 1","N/A","Rutas"
"Miscelaneo","What is love Aguilas 1","N/A","Rutas"
"Miscelaneo","What is love Aguilas 2","N/A","Rutas"
"Miscelaneo","What is love San Isidro","N/A","Rutas"
"Miscelaneo","What is love Zapopan 2","N/A","Rutas"
"Miscelaneo","What is love molesto","N/A","sentimientos"
"Miscelaneo","What is love decepcionado","N/A","sentimientos"
"Miscelaneo","What is love pagina web","N/A","servicio"
"Miscelaneo","What is love reglamento","N/A","servicio"
"Miscelaneo","What is love reembolso","N/A","servicio"
"Miscelaneo","What is love transporte ctg","N/A","servicio"
"Miscelaneo","What is love 3er turno manufactura","N/A","Turnos"
"Miscelaneo","What is love Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"Miscelaneo","What is love 1er turno manufactura","N/A","Turnos"
"Miscelaneo","What is love Turno administrativo 7am - 4pm","N/A","Turnos"
